,EV,TS,P,Type,E1,D3,time1
95269,102097,500001,100000,29014,0.001517837406,0.00151784,3283.404983
95270,447864,1000001,100000,29014,0.001017916359,0.00101792,40073.55791
95273,659435,500001,100000,29014,0.001337186273,0.00133719,1078.62685
95276,102098,500001,100000,29014,0.0004428908593,0.000442891,18339.73988
95278,171396,600001,100000,29014,0.00125111,0.00125111,31982.61689
95281,377963,500001,100000,29014,0.0001428778704,0.000142878,2011.35091
95308,730030,500001,100000,29014,0.001323704597,0.0013237,102403.6895
95313,241567,400001,100000,29014,0.0007912854811,0.000791285,2426.470634
95314,588918,500001,100000,29014,0.001193782824,0.00119378,2159.069498
95319,869555,500001,100000,29014,0.001354372392,0.00268987,26484.21242
95320,310373,200001,100000,29014,0.001336577623,0.00266007,11911.01287
95329,588921,200001,100000,29014,0.001330436993,0.00133044,13821.36971
95345,730049,200001,100000,29014,0.001321983011,0.00132198,2554.575233
95349,241587,600001,100000,29014,0.0003929833569,0.000392983,21666.24101
95360,32681,500001,100000,29014,0.0005640211293,0.000564021,5680.631396
95365,447891,500001,100000,29014,0.001249475495,0.00124948,4158.475072
95366,32682,400001,100000,29014,0.001122825045,0.00112283,22934.21027
95369,939630,200001,100000,29014,0.001336631835,0.00133663,3699.402615
95372,800132,400001,100000,29014,0.001440082335,0.00144008,4803.071261
95391,32692,300001,100000,29014,0.001328358909,0.00132836,12843.95047
95394,800140,200001,100000,29014,0.001341034108,0.00134103,35423.20023
95407,588964,500001,100000,29014,0.0005392964648,0.000625812,12350.25373
95414,241616,400001,100000,29014,0.0013382499,0.00133825,21919.5111
95419,518858,200001,100000,29014,0.001333247866,0.00133325,1321.392407
95422,730084,200001,100000,29014,0.001327673887,0.00132767,508.2984096
95428,800156,200001,100000,29014,0.00133338439,0.00133338,12473.69685
95441,730092,500001,100000,29014,0.0007367850566,0.000736785,7396.743962
95451,659494,200001,100000,29014,0.001318063593,0.00131806,4653.750715
95455,310430,200001,100000,29014,0.001326095459,0.0013261,4410.573224
95464,869602,800001,100000,29014,0.001737772974,0.00173777,21538.38392
95465,241634,500001,100000,29014,0.001053530641,0.00105353,3411.216492
95468,939681,200001,100000,29014,0.001353618605,0.00135362,621.0411089
95469,171490,400001,100000,29014,0.0004855464125,0.000485546,1980.662907
95474,378032,800001,100000,29014,0.0001461857687,0.000803008,22427.36788
95476,588965,500001,100000,31014,8.050034367e-05,8.05003e-05,4646.523188
95482,171494,700001,100000,29014,0.0009473782811,0.000947378,76667.13912
95515,171512,600001,100000,31014,3.298578672e-05,3.29858e-05,1094.74693
95539,659542,300001,100000,29014,0.001317995882,0.0026397,5627.132099
95555,730133,400001,100000,29014,0.0008257462983,0.000825746,13833.23473
95566,32761,700001,100000,29014,0.0002710416032,0.000271042,39202.63615
95570,800206,800001,100000,29014,0.002444602317,0.0024446,16365.70078
95577,310469,200001,100000,29014,0.001315198027,0.0013152,5096.1885
95578,447964,200001,100000,29014,0.001335278216,0.00133528,35020.63394
95580,378050,700001,100000,29014,0.001711487187,0.00171149,3861.921484
95587,102205,200001,100000,29014,0.001328234525,0.00132823,2504.545542
95594,730150,400001,100000,29014,0.0003925270356,0.00105295,16218.29688
95600,102215,200001,100000,29014,0.001327422821,0.00132742,11066.56099
95602,171533,1000001,100000,29014,0.001087510667,0.00108751,43678.13096
